,GISPROPNUM,BOROUGH,ACRES,SIGNNAME,TYPECATEGO,handball,tennis,basketball,adult_soft,track_and,play_area_count,preserve_count,spray_count,OBJECTID,TPL_P_NAME,FREQUENCY,SUM_SVCAREA,SUM_TOTPOPSVCA,SUM_KIDSVCA,SUM_YOUNGPROSVCA,SUM_SENIORSVCA,SUM_HHILOWSVCA,SUM_HHIMEDSVCA,SUM_HHIHIGHSVCA,SUM_TOTHHSVCA,SUM_WHITE_SVC,SUM_BLACK_SVC,SUM_AMERINDSVC,SUM_ASIAN_SVC,SUM_PACIFICSVC,SUM_OTHRACESVC,SUM_RACE2UPSVC,SUM_HISP_SVC
744,M280,M,0.448,Tramway Plaza,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665,Tramway Plaza,64,13891509.433,54758,7131,34897,12729,4160,5664,22421,32245,45907,926,42,6110,17,630,1121,3365
745,M281,M,0.35,Clinton Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,Clinton Community Garden,34,11312099.4668,38808,3433,30468,4904,6178,4911,11778,22870,24205,2791,166,7029,30,2830,1756,8487
746,M282,M,0.04,Septuagesimo UNO,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,Septuagesimo UNO,48,9745010.3902,52156,8246,33372,10540,4288,5128,20015,29428,42503,1704,89,5548,22,888,1403,3776
747,M284,M,0.134,Convent Garden,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,Convent Garden,41,10318156.743,45662,9846,30010,5808,8306,4723,4626,17657,9430,18803,485,1150,28,12838,2931,23614
748,M285,M,0.603,Dr. Ronald E. McNair Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,369,Dr. Ronald E. McNair Playground,36,11529755.3401,35002,8843,21508,4654,8197,2954,2563,13715,8375,14085,428,1263,37,8893,1911,18799
749,M286,M,4.35,Asphalt Green,Community Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,Asphalt Green,53,9153735.08459,58746,8352,40887,9509,6561,6645,19628,32833,44926,3114,121,6827,31,1852,1880,6760
750,M287,M,0.07,Sheridan Square Viewing Garden,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520,Sheridan Square Viewing Garden,51,12565655.1941,43556,4793,31975,6786,4014,4998,17338,26351,36931,823,64,3764,19,631,1317,3011
751,M288,M,0.174,Ramon Aponte Park,Playground,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1418,Ramon Aponte Park,38,11347320.5897,34306,2588,27262,4454,5656,4279,10689,20629,21529,2492,146,6249,28,2329,1533,6928
752,M290,M,0.356,Pier 107 CVII,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321,Pier 107 CVII,19,5076701.6061,21534,5178,12932,3420,4669,2297,1917,8884,6053,6885,224,2106,19,5074,1172,11806
753,M291,M,0.1,Fishbridge Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,Fishbridge Garden,23,6143865.06152,28157,4158,19128,4869,4283,2273,5847,12407,11292,1802,51,13064,21,1080,848,3581
754,M292,M,0.24,Sunshine Playground,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1618,Sunshine Playground,48,12258675.8366,50310,10540,32505,7262,8356,4522,8278,21161,23379,9642,350,5485,67,9000,2386,21303
755,M293,M,0.39,6th St and Ave B Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6th St and Ave B Community Garden,56,13479943.0491,62045,7488,46553,8001,10853,8140,12497,31494,35600,5522,352,10758,44,6850,2919,17483
756,M294,M,0.997,Ruppert Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1479,Ruppert Park,75,14652516.1546,82332,12739,56301,13284,7854,8003,28456,44305,63322,4243,153,9450,40,2570,2550,9471
757,M295,M,0.582,Mercer Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,927,Mercer Playground,55,14864111.2784,49096,6217,35804,7075,5578,5096,16113,26787,36889,1524,98,7512,12,1348,1720,4457
758,M296,M,0.171,132 St Block Association Park,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,132 St Block Association Park,35,11855076.4746,37152,8501,23656,5001,8407,4067,4204,16681,4310,26376,290,873,15,3625,1665,8153
759,M297,M,0.25,Parks Council Success Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294,Parks Council Success Garden,41,12122331.8834,40444,9099,25629,5720,9067,4630,4645,18336,4351,29431,301,908,19,3674,1752,8248
760,M297A,M,0.171,Margrichante Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893,Margrichante Garden,37,11097702.4888,35538,8096,22620,4825,7928,3936,4089,15953,4049,25504,269,833,16,3329,1545,7469
761,M298,M,0.129,Unity Gardens,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693,Unity Gardens,32,10909314.3096,28774,6592,18512,3665,6446,2939,3425,12806,4013,19285,210,824,16,3036,1389,6776
762,M299,M,0.383,Pleasant Village Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347,Pleasant Village Community Garden,21,6278518.2965,20988,5629,12879,2482,4874,1961,1204,8037,6192,6562,328,724,35,5865,1283,13208
763,M300,M,15.383,Sherman Creek,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1521,Sherman Creek,30,5470499.67389,28382,6968,17570,3845,5811,2673,1331,9815,7284,4310,495,503,25,13472,2290,24298
764,M301,M,0.231,St. Gregory's Playground,Playground,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1569,St. Gregory's Playground,59,11418237.8243,61280,9912,38430,12936,6501,5972,19023,31498,45402,5944,181,4420,30,2956,2344,10032
765,M302,M,0.252,Dream Street Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,Dream Street Park,28,8908244.11878,26216,6687,15668,3858,6456,2169,1563,10186,6328,10664,338,811,30,6624,1419,14533
766,M303,M,0.118,Abyssinian Tot Lot,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,Abyssinian Tot Lot,36,10835030.6874,36959,8307,23414,5238,8112,4606,3982,16701,3678,27055,297,736,32,3582,1580,7800
767,M304,M,0.123,West 186th Street Basketball Court,Recreation Field/Courts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1750,West 186th Street Basketball Court,38,9102373.13033,46084,10240,29292,6552,7944,4139,3291,15372,16971,4833,654,939,39,19014,3633,35408
768,M305,M,0.034,Collyer Brothers Park,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,Collyer Brothers Park,32,10712704.6952,28458,6522,18056,3880,6467,2855,3265,12588,3894,18911,206,809,15,3264,1363,7108
769,M306,M,0.38,W 104th Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720,W 104th Street Garden,38,8254335.46588,38168,6409,24584,7177,6136,4167,7653,17958,18670,9230,264,2889,38,4835,2246,12870
770,M307,M,0.095,W 87th Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723,W 87th Street Garden,48,8902602.84619,45408,7545,28413,9449,4223,4062,14934,23221,34570,4017,140,2891,22,2064,1704,7283
771,M308,M,2.15,Washington Market Park,Neighborhood Park,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1738,Washington Market Park,18,7303478.66199,24771,6239,16336,2197,1039,887,9514,11440,19024,736,33,3580,11,361,1025,1749
772,M310,M,0.169,Firemen's Memorial Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,Firemen's Memorial Garden,36,8873803.44696,42793,6450,30462,5877,7645,5041,7211,19897,21975,5220,297,6905,27,6156,2211,15576
773,M311,M,0.388,Green Oasis and Gilbert's Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566,Green Oasis and Gilbert's Garden,33,9010246.40991,43393,6823,30460,6111,8004,5021,6872,19894,21553,5584,312,7073,29,6581,2263,16636
774,M312,M,0.478,9th St Community Garden Park,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9th St Community Garden Park,38,10142306.5487,49807,6881,36292,6639,8253,6054,9576,23882,27532,5401,301,7881,33,6169,2488,15932
775,M313,M,0.178,6BC Botanical Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6BC Botanical Garden,48,10806384.5104,50560,6878,36738,6947,9103,6511,9029,24638,27227,5364,330,8508,31,6624,2481,16610
776,M313A,M,0.096,5th St Slope Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5th St Slope Garden,34,7988640.24016,38201,5968,26787,5448,6959,4496,5903,17354,18403,4793,300,6708,20,6031,1948,14816
777,M314,M,0.117,Miracle Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944,Miracle Garden,50,11147643.1344,49428,5953,37021,6447,8533,6459,9727,24718,27229,4243,291,9684,33,5667,2270,14138
778,M315,M,0.063,The Creative Little Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637,The Creative Little Garden,50,11776392.8323,53813,6098,41088,6624,9361,7165,11364,27891,32063,4455,281,8895,36,5539,2531,14164
779,M316,M,0.107,Rev. Linnette C Williamson Memorial Park,Garden,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1437,Rev. Linnette C Williamson Memorial Park,35,12373803.32,33126,7608,21229,4293,7364,3471,3936,14773,4421,22465,251,923,18,3470,1581,7734
780,M317,M,0.086,Frank White Memorial Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,Frank White Memorial Garden,33,8459591.95168,41897,8724,28202,4973,7350,3768,4343,15464,10084,14033,543,1288,42,12909,2997,24148
781,M318,M,0.072,Merchant's House Museum,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928,Merchant's House Museum,55,12292662.4593,46480,6401,33712,6366,5841,4518,13739,24103,32887,1894,105,8211,17,1576,1785,4953
782,M319A,M,0.069,Sugar Hill Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611,Sugar Hill Garden,36,7808465.71939,33253,7436,22205,3606,5715,3780,3965,13457,6168,16682,295,981,15,7211,1893,13553
783,M319B,M,0.112,Edgecombe Park,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,Edgecombe Park,36,7841809.46677,33556,7488,22392,3679,5782,3794,3979,13549,6290,16623,300,985,17,7419,1924,13916
784,M320,M,0.146,Old Croton Aqueduct Gatehouse,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068,Old Croton Aqueduct Gatehouse,29,7356611.75913,28545,5769,19267,3507,3722,1912,3938,9570,14514,4732,114,5266,18,2310,1588,5978
785,M321,M,0.828,Lower East Side Playground,Jointly Operated Playground,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,850,Lower East Side Playground,61,13750737.6913,67590,8251,50911,8430,8351,8088,18188,34634,46593,3432,176,11464,40,3010,2871,9516
786,M322,M,0.11,Harris Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603,Harris Garden,35,8716910.59265,39559,8539,25790,5233,7301,4246,3672,15221,8251,16000,425,897,22,11445,2517,21102
787,M323,M,0.186,Diamante Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,Diamante Garden,33,10739865.6848,36211,9458,22234,4520,8593,3129,2237,13958,10473,11370,527,1297,41,10345,2154,22791
788,M324,M,0.106,Earth People,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,Earth People,41,10055140.2445,48436,6648,35210,6573,8264,6037,9082,23386,26611,5234,299,7707,31,6132,2421,15642
789,M325,M,0.64,La Plaza Cultural,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793,La Plaza Cultural,46,11406445.6269,55390,7399,40502,7486,9221,6889,10845,26960,31086,5717,324,8866,33,6637,2720,17086
790,M326,M,0.267,Liz Christy Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833,Liz Christy Garden,56,12760579.9713,45906,4925,34781,6204,6990,4990,11349,23332,26831,2165,133,12564,23,2467,1716,6688
791,M327,M,0.173,Ebenezer Wesleyan Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,Ebenezer Wesleyan Garden,45,10828081.4603,44330,9084,28835,6411,6456,3879,8241,18583,23247,7228,280,4570,66,6963,1977,16639
792,M328,M,0.084,William B. Washington Memorial Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1767,William B. Washington Memorial Garden,43,12077529.8253,36959,9132,23426,4399,7708,3420,3990,15118,6681,21518,321,1246,18,5259,1914,11158
793,M329,M,0.11,Generation X,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,Generation X,49,10983405.1503,51328,7385,36560,7375,9621,6478,8416,24513,26105,5658,364,9430,37,7238,2490,18026
794,M330,M,0.04,Family Community Garden (156),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,Family Community Garden (156),46,12352682.8569,49400,12322,30312,6768,11352,4325,3483,19161,13301,16255,592,3013,41,13440,2760,28951
795,M331,M,0.08,117th St Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,117th St Community Garden,43,12575823.5233,44898,11528,27572,5799,10314,3791,3412,17511,12111,15279,563,2094,40,12221,2594,26293
796,M332,M,0.05,The Secret Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645,The Secret Garden,41,10600175.8361,49708,7704,34451,7553,9494,6075,7428,22997,23979,6083,381,9092,32,7666,2472,19077
797,M333,M,0.09,Bradhurst Ave Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,Bradhurst Ave Garden,20,5186815.63188,20785,5519,12972,2293,4212,2581,1735,8529,2498,13747,150,487,9,2986,906,6241
798,M334,M,0.06,Brisas Del Caribe,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,Brisas Del Caribe,45,10921410.1754,50326,7420,35503,7399,9419,6248,8059,23728,24827,5678,365,9641,39,7334,2437,18257
799,M335,M,0.06,Community Of Poor People In Action,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,Community Of Poor People In Action,48,9907786.22317,42654,5576,30678,6399,7299,5117,7814,20230,20748,3580,247,10948,26,5199,1904,12934
800,M336,M,0.066,De Colores Community Yard and Cultural Center,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,De Colores Community Yard and Cultural Center,42,10494755.6363,50228,6417,37128,6686,8396,6447,10036,24879,28746,4974,285,7906,27,5815,2469,14941
801,M337,M,0.119,Dias Y Flores,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,Dias Y Flores,43,9421015.67434,47967,5434,36439,6093,5873,5999,12666,24542,32357,2901,150,7656,23,2736,2145,8206
802,M338,M,0.072,Neighbors Of Vega Baja,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986,Neighbors Of Vega Baja,39,9754041.15569,37811,9462,22862,5482,8389,3618,2933,14944,10800,11036,426,3095,29,10259,2161,22610
803,M339,M,0.059,El Sol Brilliante Jr,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,El Sol Brilliante Jr,43,9709116.00802,48066,5671,36215,6179,6415,5999,11981,24399,31390,3325,178,7631,26,3286,2223,9529
804,M340,M,0.11,Elizabeth Langley Memorial Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,Elizabeth Langley Memorial Garden,36,11054629.8352,36683,7892,23283,5507,8137,4648,4293,17079,3588,27364,288,765,31,3099,1549,7053
805,M341,M,0.087,Garden Of Love,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519,Garden Of Love,35,9124596.02488,35135,7691,23835,3610,5983,3501,5462,14943,8277,19330,276,1801,35,3429,1988,8206
806,M342,M,0.023,Community Garden Association,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,Community Garden Association,40,9776109.06732,48933,5634,36849,6452,6597,6005,12079,24688,31679,3567,194,7660,29,3547,2263,10163
807,M343,M,0.023,Vamos Sembrar,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700,Vamos Sembrar,40,9734080.42026,48383,5672,36401,6313,6604,5950,11872,24426,31186,3556,193,7610,27,3560,2250,10166
808,M344,M,0.11,Humacao Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,Humacao Community Garden,35,8794088.43269,34443,8540,20879,5021,7661,3373,2762,13796,9943,10188,385,3022,24,8948,1934,20152
809,M345,M,0.31,Kenkeleba House Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775,Kenkeleba House Garden,53,12989722.0901,58412,8044,42169,8195,10661,7304,10143,28108,29805,5994,390,11560,45,7844,2775,19511
810,M346,M,0.02,Life Spire Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818,Life Spire Garden,33,10022143.4467,29984,7455,18474,4058,7102,2486,2260,11842,7075,12211,364,1105,29,7609,1587,15887
811,M347,M,0.043,Mobilization For Change,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946,Mobilization For Change,42,9983578.53874,43996,7386,29368,7240,6761,4328,8593,19678,21386,10220,302,3895,45,5552,2599,14384
812,M348,M,0.1,Morris-Jumel Ecological Education Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956,Morris-Jumel Ecological Education Garden,35,7805134.9323,39812,8681,25373,5759,7384,3853,2398,13636,9728,9264,655,934,31,16136,3075,29592
813,M349,M,0.14,New 123rd St Block Association Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988,New 123rd St Block Association Garden,36,11323595.0303,29636,6658,19787,3188,6009,2806,4287,13106,5637,18741,182,1135,17,2409,1510,5992
814,M350,M,0.12,Peachtree Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304,Peachtree Garden,45,10842500.4477,49034,7252,34475,7308,9186,5935,7828,22949,23731,5479,356,9832,41,7242,2353,17995
815,M351,M,0.06,Joseph Daniel Wilson Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760,Joseph Daniel Wilson Garden,39,11442255.8473,33680,7905,22216,3562,6644,3222,4422,14289,6637,20359,242,1151,23,3458,1811,7994
816,M352,M,0.06,Yu Suen Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793,Yu Suen Garden,42,8848300.85512,44700,5023,33706,5970,5736,5472,11340,22547,29405,3113,165,6948,25,3000,2043,8761
817,M353,M,66.693,Riverside Park South,Community Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452,Riverside Park South,34,7205500.80951,37838,6248,24050,7537,3629,3836,13433,20894,28403,2166,101,5008,17,1077,1063,3841
818,M354,M,0.224,Orchard Alley Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076,Orchard Alley Garden,34,9339813.87297,44484,7792,29917,6776,8618,5024,5763,19409,19508,6439,376,7915,33,7923,2293,19575
819,M355,M,0.436,Robert L. Clinkscales Playground and Community Garden,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454,Robert L. Clinkscales Playground and Community Garden,35,10498996.8267,41640,9945,26685,5013,8343,5166,4264,17771,5008,28042,337,873,35,5449,1901,11170
820,M356,M,0.053,P.S. 76 Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252,P.S. 76 Garden,40,12006215.5258,36720,8403,24562,3758,6803,3571,5309,15680,7640,21923,273,1437,33,3395,2023,8092
821,M357,M,0.061,Los Amigos Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843,Los Amigos Garden,47,11123983.6891,50677,7025,36500,7145,9257,6415,8720,24386,25961,5240,348,9827,39,6855,2407,17079
822,M358,M,0.061,First Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,First Street Garden,53,12174427.6865,47582,4745,36869,5966,7419,5735,11364,24511,27983,2453,164,12034,25,3054,1871,8027
823,M359,M,0.119,Campos Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,Campos Garden,34,8245213.63261,40628,4998,30256,5373,6059,4817,9153,20030,24473,3746,195,6301,25,3919,1965,10642
824,M360,M,6.73,The High Line,Community Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639,The High Line,62,21023133.7784,61257,6838,44520,9898,7504,7295,20898,35697,45161,3956,175,6733,22,2723,2484,9845
825,M361,M,0.15,Lower East Side Ecology Center,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849,Lower East Side Ecology Center,41,10527910.1945,50058,6856,36331,6876,8782,6347,9132,24269,27224,5394,317,8118,29,6486,2494,16396
826,M362,M,0.046,W 124th Street Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722,W 124th Street Community Garden,36,11632417.6822,28599,6355,19004,3242,5963,2679,4035,12675,5270,18144,183,1105,15,2405,1472,5951
827,M363,M,0.163,Harlem Rose Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598,Harlem Rose Garden,32,10333559.9073,28178,6299,17863,4017,6352,2947,3406,12705,3684,19021,201,804,14,3122,1335,6810
828,M364,M,0.058,Jackie Robinson Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722,Jackie Robinson Community Garden,30,10627690.0187,31936,7889,19750,4301,7467,2665,2677,12809,7357,13658,373,1255,24,7592,1677,16035
829,M365,M,0.052,Our Little Green Acre/garden Eight,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078,Our Little Green Acre/garden Eight,45,11776460.7302,36703,8522,24286,3895,7108,3479,4784,15370,7594,21325,270,1403,29,4095,1985,9129
830,M366,M,0.096,Tribeca Dog Run,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669,Tribeca Dog Run,15,5441818.69755,20388,5166,13411,1810,887,680,7933,9500,15544,634,25,3008,11,315,850,1510
831,M367,M,0.052,Peaceful Valley Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303,Peaceful Valley Garden,43,12058583.3904,44262,10917,27443,5908,10002,3862,4184,18048,10490,19364,475,2053,40,9370,2466,20650
832,M368,M,0.109,West 111th St. People's Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749,West 111th St. People's Garden,39,9054925.59988,43277,7730,29348,6194,4748,3489,8443,16675,24252,6034,231,6292,29,3990,2452,10785
833,M370,M,0.029,Urban Botanical Soc./Sam and Sadie Koenig Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1697,Urban Botanical Soc./Sam and Sadie Koenig Garden,39,9695488.5782,46605,7115,32930,6556,8462,5577,7536,21573,23410,5727,337,7789,28,6927,2384,17333
834,M371,M,0.046,Hope Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653,Hope Garden,48,11082949.7206,48494,5996,36063,6436,8316,6219,9248,23790,25904,4290,291,10070,31,5690,2212,14210
835,M372,M,0.034,Allied Productions/Le Petit Versailles,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Allied Productions/Le Petit Versailles,46,10878918.9038,49450,7563,34377,7510,9477,5878,7529,22885,23359,5829,374,9759,44,7670,2415,19042
836,M373,M,0.04,La Perla Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792,La Perla Garden,41,9627989.19659,43529,7191,28425,7915,6674,4708,9143,20523,22702,9266,288,3486,40,5287,2462,14082
837,M374,M,0.057,CEP Community Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,CEP Community Garden,41,12378545.7763,37124,9036,23953,4137,7795,3451,4144,15394,6350,22667,303,1086,18,4805,1890,10350
838,M375,M,0.116,Pleasant Park Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346,Pleasant Park Garden,26,7005344.50771,24573,6302,15155,3119,5462,2535,1626,9620,7292,7712,348,1108,33,6556,1524,14943
839,M376,M,4.712,West Harlem Piers,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755,West Harlem Piers,25,5802854.48642,29415,6694,18620,4098,6073,2318,2146,10541,8193,7951,455,1458,13,9250,2090,18139
840,M377,M,0.046,Garden (152),Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509,Garden (152),19,5212212.08172,20965,5616,13017,2331,4265,2604,1696,8567,2434,14013,151,476,9,2976,904,6219
841,M378,M,0.162,Pearl St Playground,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1305,Pearl St Playground,15,6262101.67685,26621,3537,20003,3079,2892,2082,8196,13168,15167,1601,55,7696,18,1047,1038,3416
842,M379,M,0.669,Canal Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,Canal Park,20,7065130.97046,13581,2564,9397,1621,944,1021,4998,6964,11281,413,22,1193,4,163,508,946
843,M380,M,0.076,United Block Association Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691,United Block Association Garden,32,11260837.1168,33549,7712,21295,4542,7505,3581,3972,15059,3924,23497,265,834,19,3468,1547,7672
844,M382,M,0.048,110th Street Block Association Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,110th Street Block Association Garden,42,10829104.9511,44139,10919,27129,6092,9652,3484,3638,16775,11340,17216,520,2545,38,10095,2391,22632
845,M383,M,0.057,La Cuevita Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790,La Cuevita Garden,42,12190561.8529,48680,12386,29778,6514,11202,4016,4021,19237,11698,20147,548,2329,43,11168,2742,24570
846,M384,M,0.054,Pueble Unido Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399,Pueble Unido Garden,41,11061122.7915,45174,11212,27825,6137,9868,3545,3849,17262,11402,18201,528,2518,35,10029,2461,22579
847,M385,M,0.209,DeLury Square,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,DeLury Square,14,5714969.48423,25336,3339,19313,2683,2293,1916,8396,12606,15184,1289,46,7025,18,794,981,2760
848,M386,M,0.385,Imagination Playground,Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709,Imagination Playground,18,6453268.78948,25695,3296,19672,2726,2603,2140,8190,12930,15318,1434,54,6915,16,928,1034,3077
849,M387,M,0.123,TRUCE Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677,TRUCE Garden,41,12398869.2774,43814,10002,29329,4483,7886,4227,6350,18461,9424,25301,342,1961,50,4280,2456,10313
850,M389,M,0.101,St. Mark's Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574,St. Mark's Garden,27,8259478.12926,28047,7423,17260,3366,6502,2656,1608,10764,8104,8885,412,981,41,7957,1668,17617
